,movieId,title,genres,release_date,vote_average,vote_count,keywords
3777.0,18074,Duets,"Comedy, Drama, Music",2000,5.5,0.0,musical
3778.0,170767,Goya in Bordeaux,"Drama, War",1999,5.5,0.0,"spain, sex, nudity, miracle, artist"
3779.0,77332,Urbania,"Romance, Drama",2000,5.0,0.0,[]
3780.0,27665,Uninvited Guest,"Drama, Thriller",1999,5.0,0.0,suspense
3781.0,29015,The Specials,"Action, Comedy",2000,5.5,0.0,superhero
3782.0,10562,Under Suspicion,"Mystery, Thriller",2000,6.5,100.0,"rape, suspicion of murder, jogging, sexual murder, suspense"
3783.0,201724,Prince of Central Park,[],2000,5.0,0.0,[]
3784.0,12212,Urban Legends: Final Cut,Horror,2000,4.5,100.0,"film making, high school, sequel, serial killer, slasher"
3785.0,14629,Woman on Top,"Comedy, Drama, Romance",2000,5.5,0.0,woman director
3786.0,16,Dancer in the Dark,"Drama, Crime, Music",2000,7.5,400.0,"individual, dancing, usa, robbery, factory worker"
3787.0,13785,Best in Show,Comedy,2000,6.5,200.0,"illinois, pet shop, poodle, independent film, mockumentary"
3788.0,34299,Beautiful,Comedy,2000,6.0,0.0,"independent film, woman director"
3789.0,15752,Barenaked in America,Documentary,1999,1.0,0.0,[]
3790.0,22597,The Broken Hearts Club: A Romantic Comedy,"Comedy, Drama, Romance",2000,6.5,0.0,"gay, roommate, male friendship, in vitro fertilisation, romantic comedy"
3791.0,19348,Girlfight,Drama,2000,6.5,100.0,"sport, woman director"
3792.0,10637,Remember the Titans,Drama,2000,7.5,800.0,"ku klux klan, american football, trainer, sports team, race politics"
3793.0,9003,Hellraiser,Horror,1987,7.0,500.0,"underworld, seduction, supernatural, pinhead, revenge"
3794.0,9064,Hellbound: Hellraiser II,"Horror, Thriller",1988,6.5,200.0,"seduction, pain, hell, pinhead, sequel"
3795.0,11569,Hellraiser III: Hell on Earth,"Horror, Thriller, War",1992,5.5,200.0,"nightclub, game of dice, scuplture, pinhead, cenobyten"
3796.0,10434,"Faraway, So Close!","Drama, Fantasy, Science Fiction",1993,6.5,0.0,"berlin, angel, urban life, friends, rescue"
3797.0,26484,Beach Party,"Comedy, Music",1963,7.0,0.0,"beach, surfer, madcap comedy, anthropologist, beach movie"
3798.0,39113,Bikini Beach,"Comedy, Music, Romance",1964,6.5,0.0,"holiday, pop star, party, surf, b movie"
3799.0,38126,Return of the Fly,"Drama, Horror, Science Fiction",1959,5.5,0.0,"experiment, fly the insect"
3800.0,53617,Pajama Party,"Comedy, Romance",1964,6.5,0.0,musical
3801.0,469,Stranger Than Paradise,"Comedy, Drama",1984,7.5,100.0,"new york, bet, horse race, florida, hungary"
3802.0,2160,Voyage to the Bottom of the Sea,"Adventure, Drama, Science Fiction",1961,5.5,0.0,"mutiny, climate change, iceberg, nuclear missile, heat"
3803.0,2161,Fantastic Voyage,"Adventure, Science Fiction",1966,6.5,100.0,"submarine, coma, claustrophobia, wound, laser"
3804.0,3073,Abbott and Costello Meet Frankenstein,"Comedy, Horror",1948,7.5,100.0,"dracula, frankenstein, horror spoof"
3805.0,911,The Bank Dick,Comedy,1940,7.0,0.0,"usa, california, daughter, bank robbery, car chase"
3806.0,10973,Creature from the Black Lagoon,"Adventure, Horror, Science Fiction",1954,6.5,200.0,"monster, boat, paleontology, expedition, chase"
3807.0,34077,The Giant Gila Monster,"Horror, Science Fiction",1959,4.0,0.0,[]
3808.0,10787,The Invisible Man,"Horror, Science Fiction",1933,7.5,200.0,"chemical, chemist, scientist, invisible man, invisibility"
3809.0,43109,The Killer Shrews,"Horror, Science Fiction",1959,4.5,0.0,"shrew, flesh eating, poverty row film"
3810.0,43230,Kronos,Science Fiction,1957,6.0,0.0,"atomic bomb, flying saucer, mind control, giant robot, alien invasion"
3811.0,15855,Phantom of the Opera,"Music, Horror, Romance",1943,5.5,0.0,"opera, remake, gothic horror, ghost"
3812.0,9507,Runaway,"Thriller, Crime, Science Fiction",1984,5.0,0.0,"technology, future, chase, revenge, murder"
3813.0,27475,The Slumber Party Massacre,"Comedy, Horror",1982,5.5,100.0,"female nudity, sleepover, cannabis, neighbor, serial killer"
3814.0,27764,Slumber Party Massacre II,"Horror, Comedy",1987,5.0,0.0,woman director
3815.0,27767,Slumber Party Massacre III,"Horror, Comedy",1990,5.5,0.0,"slasher, woman director"
3816.0,40760,Sorority House Massacre,Horror,1986,4.5,0.0,"college, psychic power, sorority, slasher, hiding"
3817.0,40446,Sorority House Massacre II,"Comedy, Horror, Thriller",1990,5.0,0.0,"female nudity, haunted house, sorority, ouija, ouija board"
3818.0,24664,Bamboozled,"Comedy, Drama",2000,6.5,0.0,[]
3819.0,21370,Bootmen,"Comedy, Drama, Music",2000,5.5,0.0,tap dancing
3820.0,20455,Digimon: The Movie,"Fantasy, Animation, Science Fiction, Family",2000,6.0,100.0,"video game, monster, loss of energy, egg, computer"
3821.0,10461,Get Carter,"Action, Drama, Thriller, Crime",2000,5.0,200.0,"ritual, pornographic video, car crash, dvd"
3822.0,1485,Get Carter,"Crime, Thriller",1971,7.0,100.0,"hitman, british, gritty"
3823.0,1597,Meet the Parents,"Comedy, Romance",2000,6.5,1700.0,"cia, airport, cat, jew, orderly"
3824.0,641,Requiem for a Dream,"Crime, Drama",2000,8.0,2500.0,"drug addiction, junkie, heroin, speed, diet"
3825.0,10687,Tigerland,"Drama, War",2000,6.5,200.0,"independent film, awol, fort polk louisiana, target practice, guitar player"
3826.0,63956,Two Family House,"Drama, Romance",2000,7.0,0.0,[]
3827.0,6521,The Contender,"Drama, Thriller",2000,6.5,100.0,"politics, suspense"
3828.0,10763,Dr. T and the Women,"Comedy, Drama, Romance",2000,4.5,100.0,"private life, ""ladies man"", doctor, gynecologist, charm"
3829.0,100975,Just Looking,"Drama, Comedy",1999,6.0,0.0,"new york, nurse, sex, infidelity, nudity"
3830.0,16888,The Ladies Man,Comedy,2000,5.5,0.0,"female nudity, tattoo, radio, cheat on husband, eating contest"
3831.0,10383,Lost Souls,"Horror, Thriller",2000,4.5,0.0,"pedophilia, daughter, anti-christ, incest"
3832.0,21142,Billy Jack,"Action, Adventure, Drama",1971,6.5,0.0,"rape, school, violence"
3833.0,78140,Billy Jack Goes to Washington,Drama,1977,6.5,0.0,"senator, politics"
3834.0,2134,The Time Machine,"Thriller, Adventure, Fantasy, Science Fiction, Romance",1960,7.5,200.0,"london england, inventor, future, time travel, dystopia"
3835.0,18801,Haunted,"Mystery, Horror",1995,6.5,0.0,"based on novel, secret, professor, nudity, supernatural"
3836.0,18498,Ghoulies,"Comedy, Horror, Fantasy",1984,4.0,100.0,"witch, demon, warlock"
3837.0,28605,Ghoulies II,"Comedy, Horror",1987,4.5,0.0,[]
3838.0,42797,The Unsinkable Molly Brown,"Comedy, Music",1964,5.5,0.0,"musical, titanic, based on play or musical, wealth, inscribed ring"
3839.0,13465,The Adventures of Ichabod and Mr. Toad,"Horror, Fantasy, Animation, Family",1949,6.5,100.0,mystery
3840.0,27033,The Strange Love of Martha Ivers,Drama,1946,7.0,0.0,"alcoholic, district attorney, film noir"
3841.0,20367,Detour,"Crime, Drama",1945,7.5,100.0,"travel, b movie, hitchhiker, classic noir, film noir"
3842.0,71,Billy Elliot,"Drama, Comedy, Music",2000,7.5,800.0,"[""workers quarter"", dancing class, strike, northern england, scholarship"
3843.0,1636,Bedazzled,"Fantasy, Comedy, Romance",2000,5.5,500.0,"[""love of ones life"", wish, sale of soul, pact with the devil, demon"
3844.0,10647,Pay It Forward,"Drama, Romance",2000,7.0,400.0,"[""childs point of view"", candlelight vigil, good deed, exotic dancer, schoolteacher"
3845.0,19204,The Beyond,Horror,1981,6.5,100.0,"hotel, experiment, hell, gore, morgue"
3846.0,13762,The Private Eyes,"Comedy, Crime, Thriller, Mystery, Horror",1980,7.0,0.0,"spoof, heiress"
3847.0,12207,The Legend of Drunken Master,"Action, Comedy",1994,7.0,200.0,"father son relationship, martial arts, showdown, fistfight, friendship"
3848.0,11531,Book of Shadows: Blair Witch 2,"Mystery, Thriller, Horror",2000,4.5,200.0,"witch, video, forest, horror, vision"
3849.0,24100,The Little Vampire,"Family, Horror",2000,6.0,100.0,"based on novel, vampire, bite, independent film, fang vamp"
3850.0,10783,Lucky Numbers,"Action, Adventure, Comedy, Crime, Romance",2000,5.0,0.0,"weather forecast, tv station, weather, lottery, wettermann"
3851.0,47302,Stardom,"Comedy, Drama",2000,6.5,0.0,[]
3852.0,4327,Charlie's Angels,"Action, Adventure, Comedy, Crime, Thriller",2000,5.5,1200.0,"martial arts, female friendship, millionaire, agent"
3853.0,4958,The Legend of Bagger Vance,"Fantasy, Drama",2000,6.5,300.0,"competition, world war i, great depression, caddy, savannah"
3854.0,9678,Little Nicky,"Comedy, Fantasy, Romance",2000,5.0,400.0,"father son relationship, brother sister relationship, demon, bulldogg"
3855.0,11978,Men of Honor,Drama,2000,7.0,600.0,"diving, u.s. navy"
3856.0,8870,Red Planet,"Thriller, Action, Science Fiction",2000,5.5,300.0,"mars, future, astronaut, science, catastrophe"
3857.0,77434,What's Cooking?,"Comedy, Drama",2000,6.5,0.0,woman director
3858.0,14295,You Can Count on Me,"Drama, Romance",2000,7.0,100.0,independent film
3859.0,681,Diamonds Are Forever,"Adventure, Action, Thriller",1971,6.5,600.0,"spy, fight, secret organization, satellite, secret agent"
3860.0,11372,The Eagle Has Landed,"Adventure, Drama, Action, Thriller, War",1976,6.5,100.0,"england, world war ii, nazis, adolf hitler, winston churchill"
3861.0,8452,The 6th Day,Science Fiction,2000,5.5,600.0,"clone, future, murder, cloning, laser gun"
3862.0,10862,Bounce,"Drama, Romance",2000,5.5,100.0,"chance, widow, stroke of fate, encounter, destiny"
3863.0,8871,How the Grinch Stole Christmas,"Family, Comedy, Fantasy",2000,6.0,1400.0,"holiday, christmas party, new love, santa claus, village"
3864.0,34045,One Day in September,Documentary,1999,7.5,0.0,"1970s, olympic games, hostage situation"
3865.0,16340,Rugrats in Paris: The Movie,"Adventure, Animation, Comedy, Family",2000,6.0,100.0,"paris, invention"
3866.0,10481,102 Dalmatians,"Comedy, Family",2000,5.0,300.0,"london england, prison, release from prison, ""womens prison"", society for the prevention of cruelty to animals"
3867.0,10867,Malena,Drama,2000,7.0,300.0,"female nudity, sicily, jealousy, world war ii, longing"
3868.0,10876,Quills,Drama,2000,7.0,100.0,"asylum, french revolution, french, smuggling, maid"
3869.0,9741,Unbreakable,"Science Fiction, Thriller, Drama",2000,7.0,2000.0,"father son relationship, train accident, comic book, marriage crisis, invulnerability"
3870.0,79920,Boys Life 3,[],2000,6.5,0.0,[]
3871.0,146,"Crouching Tiger, Hidden Dragon","Adventure, Drama, Action, Romance",2000,7.0,1000.0,"flying, martial arts, taskmaster, comb, tiger"
3872.0,11849,Dungeons & Dragons,"Action, Adventure, Fantasy, Science Fiction",2000,4.0,200.0,"opression, emperor, magic, verlies, governance"
3873.0,11983,Proof of Life,"Action, Adventure, Drama, Romance, Thriller",2000,6.0,200.0,"hostage, new love, suspense, agent"
3874.0,11678,Vertical Limit,"Action, Adventure, Thriller",2000,6.0,300.0,"himalaya, pakistan, climbing, k2, mountaineering"
3875.0,2669,The Bounty,"Action, Drama, History",1984,6.5,100.0,"female nudity, exotic island, mutiny, lake, nudity"
3876.0,20721,Code of Silence,"Action, Thriller, Crime, Drama",1985,6.0,0.0,[]
3877.0,2609,"Planes, Trains and Automobiles",Comedy,1987,7.0,600.0,"thanksgiving, receptionist, slob, st. louis missouri, double take"
3878.0,12714,She's Having a Baby,"Comedy, Drama, Romance",1988,5.5,0.0,"parenthood, newlywed"
3879.0,92603,Secrets of the Heart,Drama,1997,6.5,0.0,[]
3880.0,708,The Living Daylights,"Action, Adventure, Thriller",1987,6.0,400.0,"london england, smuggling of arms, prison, england, assassination"
3881.0,1857,The Transformers: The Movie,Animation,1986,7.0,100.0,"toy, transformation, based on toy, transformers, robots"
3882.0,10673,Wall Street,"Crime, Drama",1987,7.0,600.0,"power, fraud, broker, wall street, finances"
3883.0,2604,Born on the Fourth of July,"Drama, War",1989,6.5,400.0,"vietnam veteran, post traumatic stress  disorder, bar, 1970s, wheelchair"
3884.0,10132,Talk Radio,Drama,1988,6.5,0.0,"anonymity, radio presenter, success, dangerous, radio transmission"
3885.0,11064,Brewster's Millions,Comedy,1985,6.5,100.0,"based on novel, photographer, baseball, dollar, remake"
3886.0,107,Snatch,"Thriller, Crime",2000,7.5,3000.0,"gypsy, bare knuckle boxing, slang, trailer park, pig"
3887.0,40820,Punchline,"Comedy, Drama",1988,5.0,0.0,stand-up comedy
3888.0,37716,Mr Accident,"Comedy, Foreign",2000,5.5,0.0,independent film
3889.0,392,Chocolat,"Comedy, Drama, Romance",2000,7.0,1000.0,"chocolate, mayor, praline, single, mother daughter relationship"
3890.0,8859,"Dude, Where’s My Car?",Comedy,2000,5.5,500.0,"dude, amnesia, idiot, auto, friendship"
3891.0,11688,The Emperor's New Groove,"Adventure, Animation, Comedy, Family, Fantasy",2000,7.0,1500.0,"central and south america, birthday, emperor, palace, kingdom"
3892.0,12509,Pollock,"Drama, Romance",2000,6.5,100.0,"artist, success, relationship problems, alcoholism, independent film"
3893.0,3981,What Women Want,"Comedy, Romance",2000,6.0,1000.0,"women, telepathy, supernatural powers, advertising executive, woman director"
3894.0,711,Finding Forrester,Drama,2000,7.0,300.0,"upper class, brother brother relationship, scotland, poetry, based on novel"
3895.0,2046,The Gift,"Horror, Drama, Thriller, Mystery",2000,6.5,300.0,"fortune teller, dream, pond, extrasensory perception"
3896.0,5001,Before Night Falls,Drama,2000,6.5,100.0,"suicide, gay, new york, cuba, aids"
3897.0,8358,Cast Away,"Adventure, Drama",2000,7.5,3300.0,"exotic island, suicide attempt, volleyball, loneliness, airplane crash"
3898.0,5994,The Family Man,"Comedy, Drama, Romance, Fantasy",2000,6.5,500.0,"workaholic, second chance, guardian angel, christmas, career vs family"
3899.0,25520,The House of Mirth,"Drama, Romance",2000,6.5,0.0,[]
3900.0,1493,Miss Congeniality,"Comedy, Crime, Action",2000,6.0,1000.0,"undercover agent, beauty contest, terrorism"
3901.0,25660,Nowhere to Hide,"Action, Comedy, Crime",1999,7.0,0.0,[]
3902.0,134,"O Brother, Where Art Thou?","Action, Adventure, Comedy",2000,7.5,1100.0,"prophecy, southern usa, music record, country music, mississippi"
3903.0,62677,Songcatcher,"Drama, Music",2001,5.5,0.0,"musical, independent film, woman director"
3904.0,21991,State and Main,"Comedy, Drama",2000,6.5,100.0,"film making, small town, movie in movie, statutory rape, new england"
3905.0,10577,Dracula 2000,"Thriller, Horror",2000,4.5,200.0,"vampire, dracula, bite, blood, vlad"
3906.0,21355,All the Pretty Horses,"Drama, Romance, Western",2000,6.0,100.0,"dancing, chess, prisoner, coffin, wrong accusal"
3907.0,29122,An Everlasting Piece,"Comedy, Crime",2000,6.0,0.0,"toupee, scalper"
3908.0,11973,Thirteen Days,"Drama, Thriller",2000,7.0,200.0,"usa president, atomic bomb, john f. kennedy, kubakrise, threat"
3909.0,1900,Traffic,"Thriller, Drama, Crime",2000,7.0,600.0,"usa, war on drugs, drug traffic, drug dealer, drug smuggle"
3910.0,44853,The Claim,"Drama, Romance, Western",2000,5.5,0.0,[]
3911.0,10873,Shadow of the Vampire,"Drama, Horror",2000,6.5,200.0,"film director, dracula, \xa0nosferatu"
3912.0,26719,House of Games,"Crime, Drama, Mystery, Thriller",1987,7.0,100.0,"con man, fraud, gambling debts, noir"
3913.0,31583,Kill Me Again,"Drama, Action, Thriller, Crime",1989,5.5,0.0,"psychopath, femme fatale, bag of money, neo-noir"
3914.0,15739,Annie,"Comedy, Drama, Family, Music",1982,6.0,200.0,"santa claus, musical, based on comic, based on play or musical, microphone"
3915.0,15413,Don't Tell Mom the Babysitter's Dead,"Comedy, Family",1991,6.0,100.0,"babysitter, mom on holiday, children home alone"
3916.0,2623,An Officer and a Gentleman,"Drama, Romance",1982,7.0,200.0,"[""love of ones life"", navy, officer"
3917.0,11209,The Alamo,"Action, Adventure, Drama, History, Western",1960,6.5,100.0,"texas, assault, alamo, mexican, mexican army"
3918.0,13715,At Close Range,"Crime, Drama",1986,6.5,100.0,"rape, 1970s, gun, sociopath, drug"
3919.0,19108,Breaker! Breaker!,"Action, Adventure, Crime, Thriller",1977,4.5,0.0,"corruption, judge, truck driver"
3920.0,8043,Breakheart Pass,"Thriller, Western, Mystery",1975,6.5,0.0,"prisoner, train ride, governor, army, u.s. marshal"
3921.0,43258,Friendly Persuasion,"Drama, War, Western",1956,6.0,0.0,"indiana, slavery, faith, religion, quaker"
3922.0,10655,Gettysburg,"War, Drama, History",1993,6.5,100.0,"civil war, independence, troops, army, battle"
3923.0,75490,Imaginary Crimes,Drama,1994,3.5,0.0,"indiana, hustler, father, coming of age"
3924.0,42261,Rancho Deluxe,"Action, Comedy, Western",1975,5.5,0.0,[]
3925.0,34794,The St  Francisville Experiment,"Horror, Thriller",2000,5.5,0.0,"upper class, exorcism, plantation, suspense, social satire"
3926.0,9989,Antitrust,"Action, Crime, Drama",2001,6.0,200.0,"technology, garage, hacker, male friendship, microchip"
3927.0,18828,Double Take,"Adventure, Drama, Action, Comedy, Romance",2001,5.5,0.0,"mexico, cia, fbi, train"
3928.0,9816,Save the Last Dance,"Drama, Family, Romance, Music",2001,6.5,400.0,"ballet dancer, musical, ballet"
3929.0,20637,Panic,"Comedy, Crime, Drama",2000,7.0,0.0,"dark comedy, independent film, criminal"
3930.0,5955,The Pledge,"Crime, Drama, Mystery, Thriller",2001,6.5,200.0,"promise, murder, drawing, porcupine, pledge"
3931.0,125498,Kids World,[],2001,4.5,0.0,[]
3932.0,77825,The Personals,"Drama, Comedy, Romance, Foreign",1998,7.5,0.0,[]
3933.0,220976,The Amati Girls,Drama,2001,0.0,0.0,[]
3934.0,66599,Love Field,"Drama, Romance",1992,5.5,0.0,[]
3935.0,17474,The Man in the Moon,"Drama, Family, Romance",1991,7.0,100.0,[]
3936.0,11191,Mystic Pizza,"Comedy, Drama, Romance",1988,6.0,100.0,"independent film, commitment, lobster, portuguese american"
3937.0,2613,Prelude to a Kiss,"Drama, Comedy, Romance",1992,5.5,0.0,"love at first sight, body exchange"
3938.0,22021,Coffy,"Thriller, Action, Adventure, Drama, Crime",1973,7.0,100.0,"orderly, right and justice, vigilante, blaxploitation, afro"
3939.0,22048,Foxy Brown,"Thriller, Action, Crime",1974,6.5,0.0,"blaxploitation, drug use, prostitution, afro"
3940.0,17006,I'm Gonna Git You Sucka,"Action, Comedy",1988,6.0,100.0,"pimp, hero, ghetto, clowning, black humor"
3941.0,26333,Untamed Heart,"Comedy, Drama, Romance",1993,6.5,0.0,"love, tragedy, orphan, baboon"
3942.0,16723,Sugar & Spice,"Crime, Comedy",2001,5.5,100.0,"rebel, american football, robbery, bank, mask"
3943.0,2018,The Wedding Planner,Comedy,2001,5.5,400.0,"skab under tv, foran, nederste hylde"
3944.0,31768,Amy,"Comedy, Drama",1997,7.0,0.0,woman director
3945.0,287991,Dog Run,[],2001,0.0,0.0,[]
3946.0,47595,Faithless,"Drama, Romance",2000,6.5,0.0,"adultery, woman director"
3947.0,18856,The Invisible Circus,Drama,2001,5.0,0.0,"paris, suicide, europe, father, sister"
3948.0,10499,The Legend of Rita,"Drama, Foreign",2000,5.5,0.0,"resistance, german democratic republic"
3949.0,37949,A Monkey's Tale,"Adventure, Animation, Family",1999,6.5,0.0,[]
3950.0,83500,Two Ninas,"Comedy, Romance",2000,7.0,0.0,[]
3951.0,47943,"Harry, He's Here To Help",Comedy,2000,6.5,0.0,suspense
3952.0,74340,Amazing Grace and Chuck,Drama,1987,6.5,0.0,"usa president, sport, nuclear weapons, little league, exploding airplane"
3953.0,5709,Amazon Women on the Moon,"Comedy, Science Fiction",1987,6.0,0.0,"tv addicted person, television, spoof, campy"
3954.0,11215,Baby Boom,"Comedy, Romance, Family",1987,6.0,100.0,"baby, yuppie, career woman, relationship problems, starting over"
3955.0,26477,Back to the Beach,"Comedy, Music",1987,6.0,0.0,"spoof, woman director, beach movie"
3956.0,10937,Barfly,"Comedy, Drama, Romance",1987,7.5,100.0,"bartender, career, alcoholism, independent film, alcohol abuse"
3957.0,4639,Best Seller,"Action, Crime, Drama, Thriller",1987,6.5,0.0,"new york, bomb, california, robbery, detective"
3958.0,96,Beverly Hills Cop II,"Action, Comedy, Crime",1987,6.0,600.0,"smuggling of arms, detective, intensive care, undercover, strip club"
3959.0,90,Beverly Hills Cop,"Action, Comedy, Crime",1984,7.0,1000.0,"california, showdown, undercover, strip club, investigation"
3960.0,11028,The Big Easy,"Drama, Action, Crime, Mystery",1986,6.0,0.0,"corruption, investigation, police, murder, gang"
3961.0,57240,Big Shots,"Action, Adventure, Comedy",1987,7.0,0.0,"kids, interracial friendship"
3962.0,67307,The Big Town,"Drama, Romance",1987,6.0,0.0,"gambler, craps"
3963.0,19324,Born in East L.A.,Comedy,1987,6.0,0.0,"immigration, east los angeles, south-of-the-border"
3964.0,19933,The Brave Little Toaster,"Fantasy, Adventure, Animation, Comedy, Family",1987,7.0,100.0,"growing up, coming of age, lost, journey, personification"
3965.0,12919,Can't Buy Me Love,"Drama, Comedy, Romance, Family",1987,6.5,200.0,[]
3966.0,15785,Cherry 2000,Science Fiction,1987,6.0,100.0,"android, wilderness, post-apocalyptic, dystopia, tracker"
3967.0,31701,Cop,"Crime, Drama, Mystery, Thriller",1988,6.5,0.0,"prostitute, rape, based on novel, sports car, homophobia"
3968.0,31563,Critical Condition,Comedy,1987,6.0,0.0,"hurricane, con artist"
3969.0,12506,Cry Freedom,Drama,1987,7.0,0.0,"journalist, 1970s, male friendship, south africa, apartheid"
3970.0,89992,Curse,Horror,1987,3.0,0.0,[]
3971.0,70199,Dead of Winter,"Horror, Thriller, Crime, Mystery",1987,6.5,0.0,suspense
3972.0,39507,The Dead,Drama,1987,6.5,0.0,dinner party
3973.0,62185,Death Before Dishonor,"Drama, Action",1987,5.0,0.0,[]
3974.0,24826,Disorderlies,Comedy,1987,4.5,0.0,independent film
3975.0,30994,Dogs in Space,"Music, Drama",1986,6.0,0.0,"punk, party"
3976.0,17159,Eddie Murphy Raw,Comedy,1987,7.5,100.0,"stand-up comedy, live comedy"
3977.0,10110,Empire of the Sun,"Drama, History, War",1987,7.5,500.0,"japan, stadium, harmonica, bravery, peasant"
3978.0,18935,Ernest Goes to Camp,"Comedy, Family",1987,5.5,0.0,ernest p. worrell
3979.0,764,The Evil Dead,Horror,1981,7.5,900.0,"falsely accused, beheading, audio tape, log cabin, chain saw"
3980.0,20287,Extreme Prejudice,"Action, Crime, Drama, Thriller, Western",1987,5.5,0.0,"robbery, texas, mexican standoff, texas ranger, organized crime"
3981.0,26964,Family Viewing,Drama,1987,5.5,0.0,"father son relationship, hotel, grandmother grandson relationship, videoband, video surveillance"
3982.0,71881,Five Corners,Drama,1987,5.5,0.0,"new york, prison, alcohol, rape, love"
3983.0,15658,Flowers in the Attic,"Drama, Horror, Mystery, Thriller",1987,6.5,100.0,[]
3984.0,4918,The Fourth Protocol,"Action, Drama, Thriller",1987,6.0,0.0,"cold war, agent"
3985.0,28368,Gardens of Stone,"Drama, History",1987,5.5,0.0,"vietnam veteran, washington d.c., cemetery, vietnam war, soldier"
3986.0,58084,Julia and Julia,"Drama, Fantasy",1987,6.0,0.0,[]
3987.0,52780,The Glass Menagerie,Drama,1987,6.0,0.0,based on play or musical
3988.0,48149,"Good Morning, Babylon","Romance, Drama",1987,6.0,0.0,[]
3989.0,26156,Hiding Out,"Action, Adventure, Comedy, Drama, Family",1987,5.0,0.0,"high school, youth"
3990.0,34101,Hollywood Shuffle,Comedy,1987,5.5,0.0,"black people, ethnic stereotype"
3991.0,32054,Hope and Glory,"Drama, War",1987,6.5,0.0,"london england, wartime"
3992.0,14464,Hot Pursuit,Comedy,1987,6.0,0.0,"boat, chase, girlfriend, smuggling, rescue"
3993.0,65501,Housekeeping,"Comedy, Drama",1987,5.5,0.0,"small town, train accident"
3994.0,32227,Hunk,"Fantasy, Comedy",1987,7.0,0.0,"california, beach, sale of soul, nerd, pact with the devil"
3995.0,2614,Innerspace,"Action, Comedy, Science Fiction",1987,6.5,300.0,"experiment, shrinking, blood"
3996.0,40962,Ironweed,Drama,1987,6.5,0.0,[]
3997.0,12704,Ishtar,"Action, Adventure, Comedy",1987,4.5,0.0,"wilderness, sahara, beautiful woman, singer, escape"
3998.0,580,Jaws: The Revenge,"Adventure, Thriller",1987,3.5,200.0,"shark attack, bahamas, dying and death, aggression by animal, sequel"
3999.0,24828,Leonard Part 6,"Action, Comedy",1987,2.5,0.0,spy
4000.0,13703,Less Than Zero,"Drama, Crime, Romance",1987,6.0,100.0,"self-destruction, los angeles, hedonism, beverly hills, decadence"
4001.0,36914,Like Father Like Son,"Comedy, Fantasy",1987,5.5,0.0,"role reversal, high school, remake, doctor, high school friends"
4002.0,1547,The Lost Boys,"Horror, Comedy",1987,7.0,500.0,"street gang, small town, vampire, comic book, boardwalk"
4003.0,42010,Made in Heaven,"Fantasy, Drama, Comedy, Romance",1987,6.5,0.0,heaven
4004.0,2608,Maid to Order,"Comedy, Fantasy",1987,5.0,0.0,"wish, party, maid, woman director, fairy godmother"
4005.0,32058,Making Mr. Right,"Comedy, Romance",1987,4.0,0.0,woman director
4006.0,10019,Mannequin,"Fantasy, Comedy, Romance",1987,5.5,100.0,"new love, department store, mannequin, transformation, puppet"
4007.0,11649,Masters of the Universe,"Action, Fantasy, Science Fiction, Adventure, Thriller",1987,5.0,200.0,"saving the world, hero, key, skeleton, time travel"
4008.0,84499,Million Dollar Mystery,"Comedy, Thriller",1987,4.5,0.0,comedy
4009.0,13509,The Monster Squad,"Horror, Comedy, Action, Fantasy, Science Fiction",1987,7.0,200.0,"mummy, dracula, wolfman, sea monster, ""frankensteins monster""]"
4010.0,63639,A Month in the Country,"History, Drama",1987,6.0,0.0,[]
4011.0,30175,Morgan Stewart's Coming Home,Comedy,1987,5.0,0.0,"boarding school, boyfriend girlfriend"
4012.0,51521,My Demon Lover,"Comedy, Fantasy, Horror, Romance",1987,6.0,0.0,demon
4013.0,34379,No Man's Land,"Action, Drama, Thriller",1987,6.0,0.0,"car thief, rookie cop"
4014.0,22915,North Shore,"Action, Drama, Romance",1987,5.0,0.0,surfing
4015.0,24940,Head Over Heels,"Comedy, Romance",2001,5.5,100.0,"supermodel, stalking, models"
4016.0,37302,Left Behind,"Drama, Fantasy, Science Fiction, Thriller",2000,4.0,0.0,"the rapture, christian film"
4017.0,10984,Valentine,"Horror, Thriller",2001,5.0,100.0,"mobbing, success, violence against women, revenge, serial killer"
4018.0,843,In the Mood for Love,"Drama, Romance",2000,8.0,400.0,"adultery, lovesickness, martial arts, newspaper, wife husband relationship"
4019.0,121091,Fever,"Drama, Thriller",1999,6.0,0.0,[]
4020.0,318,The Million Dollar Hotel,"Drama, Thriller",2000,6.0,100.0,"hotel, confidence, junkie, book, friendship"
4021.0,12806,Nico and Dani,"Drama, Comedy, Romance",2000,6.0,0.0,"gay, sea, coming out, first time, best friend"
4022.0,9740,Hannibal,"Crime, Drama, Thriller, Horror",2001,6.5,1300.0,"venice, brain, suspense, serial killer, fbi agent"
4023.0,10878,Saving Silverman,"Comedy, Crime, Romance",2001,5.5,200.0,"female nudity, harassment, male friendship, dark comedy, director cameo"
4024.0,47588,Signs & Wonders,"Drama, Foreign",2001,5.0,0.0,[]
4025.0,10697,The Taste of Others,"Drama, Comedy, Romance",2000,6.5,0.0,"infidelity, cheating, staging, lover, theatre play"
4026.0,7093,Vatel,"History, Drama, Romance",2000,6.0,0.0,"france, cook, prince"
4027.0,16300,Down to Earth,"Fantasy, Comedy, Science Fiction, Romance",2001,5.0,100.0,[]
